Timestep "B2: Total water depth (m)" "B2: Current speed (m/s)" "B2: Time (s)"
"2100-01-01 00:03:43.500" 5.077147006988525 1.955657720565796 223.5
"2100-01-01 00:03:44.000" 5.013835906982422 1.8580129146575928 224.0
"2100-01-01 00:03:44.500" 4.949613094329834 1.762985110282898 224.5
"2100-01-01 00:03:45.000" 4.883101463317871 1.6721093654632568 225.0
"2100-01-01 00:03:45.500" 4.814842224121094 1.5861506462097168 225.5
"2100-01-01 00:03:46.000" 4.745248317718506 1.5050617456436157 226.0
"2100-01-01 00:03:46.500" 4.675046920776367 1.4281853437423706 226.5
"2100-01-01 00:03:47.000" 4.604902267456055 1.354738712310791 227.0
"2100-01-01 00:03:47.500" 4.53547477722168 1.2840321063995361 227.5
"2100-01-01 00:03:48.000" 4.467148303985596 1.2156940698623657 228.0
"2100-01-01 00:03:48.500" 4.400465965270996 1.149527668952942 228.50000000000003
"2100-01-01 00:03:49.000" 4.33568811416626 1.0852917432785034 229.00000000000003
"2100-01-01 00:03:49.500" 4.273049831390381 1.0224688053131104 229.50000000000003
"2100-01-01 00:03:50.000" 4.212305068969727 0.9603250026702881 230.00000000000003
"2100-01-01 00:03:50.500" 4.153504371643066 0.8980175852775574 230.50000000000003
"2100-01-01 00:03:51.000" 4.097109317779541 0.8349168300628662 231.00000000000003
"2100-01-01 00:03:51.500" 4.04340934753418 0.7709973454475403 231.50000000000003
"2100-01-01 00:03:52.000" 3.9923994541168213 0.7069074511528015 232.00000000000003
"2100-01-01 00:03:52.500" 3.9442389011383057 0.643867015838623 232.50000000000003
"2100-01-01 00:03:53.000" 3.898451089859009 0.5834203958511353 233.00000000000003
"2100-01-01 00:03:53.500" 3.854462146759033 0.5269386768341064 233.50000000000003
"2100-01-01 00:03:54.000" 3.8115627765655518 0.47533223032951355 234.00000000000003
"2100-01-01 00:03:54.500" 3.7694995403289795 0.4291214644908905 234.50000000000003
"2100-01-01 00:03:55.000" 3.72796630859375 0.3885442018508911 235.00000000000003
"2100-01-01 00:03:55.500" 3.6868457794189453 0.35368019342422485 235.50000000000003
"2100-01-01 00:03:56.000" 3.6460728645324707 0.32437577843666077 236.00000000000003
"2100-01-01 00:03:56.500" 3.605635643005371 0.29974380135536194 236.50000000000003
"2100-01-01 00:03:57.000" 3.5660438537597656 0.2790336012840271 237.00000000000003
"2100-01-01 00:03:57.500" 3.527696132659912 0.26174962520599365 237.50000000000003
"2100-01-01 00:03:58.000" 3.4905903339385986 0.24735529720783234 238.00000000000003
"2100-01-01 00:03:58.500" 3.4545066356658936 0.2352040559053421 238.50000000000003
"2100-01-01 00:03:59.000" 3.419138193130493 0.22452116012573242 239.00000000000003
"2100-01-01 00:03:59.500" 3.384337902069092 0.21461671590805054 239.50000000000003
"2100-01-01 00:04:00.000" 3.3501522541046143 0.2049461007118225 240.00000000000003
"2100-01-01 00:04:00.500" 3.3169105052948 0.19514179229736328 240.50000000000003
"2100-01-01 00:04:01.000" 3.285165786743164 0.18498779833316803 241.00000000000003
"2100-01-01 00:04:01.500" 3.255559206008911 0.1742303967475891 241.50000000000003
"2100-01-01 00:04:02.000" 3.2286033630371094 0.16250748932361603 242.00000000000003
"2100-01-01 00:04:02.500" 3.2048847675323486 0.14984384179115295 242.50000000000003
"2100-01-01 00:04:03.000" 3.1850719451904297 0.13744574785232544 243.00000000000003
"2100-01-01 00:04:03.500" 3.1695001125335693 0.12765635550022125 243.50000000000003
"2100-01-01 00:04:04.000" 3.157616376876831 0.12317465990781784 244.00000000000003
"2100-01-01 00:04:04.500" 3.1490366458892822 0.12748265266418457 244.50000000000003
"2100-01-01 00:04:05.000" 3.1430013179779053 0.1416626274585724 245.00000000000003
"2100-01-01 00:04:05.500" 3.1389811038970947 0.1644524335861206 245.50000000000003
"2100-01-01 00:04:06.000" 3.136713981628418 0.19408361613750458 246.00000000000003
"2100-01-01 00:04:06.500" 3.135608673095703 0.22913479804992676 246.50000000000003
"2100-01-01 00:04:07.000" 3.135307550430298 0.26698216795921326 247.00000000000003
"2100-01-01 00:04:07.500" 3.1350059509277344 0.3053639531135559 247.50000000000003
"2100-01-01 00:04:08.000" 3.134599208831787 0.3429168164730072 248.00000000000003
"2100-01-01 00:04:08.500" 3.133884906768799 0.379350870847702 248.50000000000003
"2100-01-01 00:04:09.000" 3.1326589584350586 0.4147065281867981 249.00000000000003
"2100-01-01 00:04:09.500" 3.1307647228240967 0.4490147531032562 249.50000000000003
"2100-01-01 00:04:10.000" 3.128141403198242 0.4818989634513855 250.00000000000003
"2100-01-01 00:04:10.500" 3.12467098236084 0.5128474235534668 250.50000000000003
"2100-01-01 00:04:11.000" 3.120021104812622 0.5416004657745361 251.00000000000003
"2100-01-01 00:04:11.500" 3.1140730381011963 0.5682054758071899 251.50000000000003
"2100-01-01 00:04:12.000" 3.106621503829956 0.5921404957771301 252.00000000000003
"2100-01-01 00:04:12.500" 3.09771466255188 0.6131994724273682 252.50000000000003
"2100-01-01 00:04:13.000" 3.087871551513672 0.6318922638893127 253.00000000000003
"2100-01-01 00:04:13.500" 3.0772290229797363 0.6482662558555603 253.50000000000003
"2100-01-01 00:04:14.000" 3.065735340118408 0.6622557640075684 254.00000000000003
"2100-01-01 00:04:14.500" 3.0533382892608643 0.6739844083786011 254.50000000000003
"2100-01-01 00:04:15.000" 3.0400867462158203 0.6837753653526306 255.00000000000003
"2100-01-01 00:04:15.500" 3.0260772705078125 0.6920487284660339 255.50000000000003
"2100-01-01 00:04:16.000" 3.0114188194274902 0.6990753412246704 256.0
"2100-01-01 00:04:16.500" 2.9962291717529297 0.7049590945243835 256.5
"2100-01-01 00:04:17.000" 2.9806110858917236 0.7096436023712158 257.0
"2100-01-01 00:04:17.500" 2.9646403789520264 0.7131094932556152 257.5
"2100-01-01 00:04:18.000" 2.9483745098114014 0.7152590155601501 258.0
"2100-01-01 00:04:18.500" 2.931920289993286 0.7161325812339783 258.5
"2100-01-01 00:04:19.000" 2.9153709411621094 0.7159254550933838 259.0
"2100-01-01 00:04:19.500" 2.8988282680511475 0.7149466276168823 259.5
"2100-01-01 00:04:20.000" 2.8825454711914062 0.7134160995483398 260.0
"2100-01-01 00:04:20.500" 2.866633415222168 0.7114298343658447 260.5
"2100-01-01 00:04:21.000" 2.8511226177215576 0.7090261578559875 261.0
"2100-01-01 00:04:21.500" 2.836012125015259 0.7062034010887146 261.5
"2100-01-01 00:04:22.000" 2.8212952613830566 0.7029405832290649 262.0
"2100-01-01 00:04:22.500" 2.806969165802002 0.6992327570915222 262.5
"2100-01-01 00:04:23.000" 2.7930283546447754 0.6950976848602295 263.0
"2100-01-01 00:04:23.500" 2.779460906982422 0.69056636095047 263.5
"2100-01-01 00:04:24.000" 2.7662415504455566 0.6856706142425537 264.0
"2100-01-01 00:04:24.500" 2.7533724308013916 0.6804988384246826 264.5
"2100-01-01 00:04:25.000" 2.7408440113067627 0.6751201748847961 265.0
"2100-01-01 00:04:25.500" 2.7285854816436768 0.6695135831832886 265.5
"2100-01-01 00:04:26.000" 2.71652889251709 0.6636787056922913 266.0
"2100-01-01 00:04:26.500" 2.7047011852264404 0.6578395366668701 266.5
"2100-01-01 00:04:27.000" 2.6930580139160156 0.651947557926178 267.0
"2100-01-01 00:04:27.500" 2.681570053100586 0.645934522151947 267.5
"2100-01-01 00:04:28.000" 2.670220375061035 0.6397563219070435 268.0
"2100-01-01 00:04:28.500" 2.659001111984253 0.633393406867981 268.5
"2100-01-01 00:04:29.000" 2.6479029655456543 0.626833975315094 269.0
"2100-01-01 00:04:29.500" 2.6369240283966064 0.6195592880249023 269.5
"2100-01-01 00:04:30.000" 2.626011848449707 0.6114724278450012 270.0
"2100-01-01 00:04:30.500" 2.615138053894043 0.602825939655304 270.5
"2100-01-01 00:04:31.000" 2.604300022125244 0.593719482421875 271.0
"2100-01-01 00:04:31.500" 2.5935349464416504 0.5842546224594116 271.5
"2100-01-01 00:04:32.000" 2.5828099250793457 0.5745312571525574 272.0
"2100-01-01 00:04:32.500" 2.5721259117126465 0.5646119117736816 272.5
"2100-01-01 00:04:33.000" 2.5614943504333496 0.5545293092727661 273.0
"2100-01-01 00:04:33.500" 2.550924062728882 0.5443024039268494 273.5
"2100-01-01 00:04:34.000" 2.5405116081237793 0.5337918400764465 274.0
"2100-01-01 00:04:34.500" 2.530229330062866 0.5229864120483398 274.5
"2100-01-01 00:04:35.000" 2.5200355052948 0.5119556784629822 275.0
"2100-01-01 00:04:35.500" 2.509920597076416 0.500731348991394 275.5
"2100-01-01 00:04:36.000" 2.499875068664551 0.4893397092819214 276.0
"2100-01-01 00:04:36.500" 2.489886999130249 0.47779807448387146 276.5
"2100-01-01 00:04:37.000" 2.479938268661499 0.466107040643692 277.0
"2100-01-01 00:04:37.500" 2.4700441360473633 0.45426467061042786 277.5
"2100-01-01 00:04:38.000" 2.460270404815674 0.442272424697876 278.0
"2100-01-01 00:04:38.500" 2.4504504203796387 0.4302016794681549 278.5
"2100-01-01 00:04:39.000" 2.440591812133789 0.41814348101615906 279.0
"2100-01-01 00:04:39.500" 2.430739402770996 0.40605491399765015 279.5
"2100-01-01 00:04:40.000" 2.420912981033325 0.39388757944107056 280.0
"2100-01-01 00:04:40.500" 2.4111201763153076 0.3816356956958771 280.5
"2100-01-01 00:04:41.000" 2.4013538360595703 0.3693464696407318 281.0
"2100-01-01 00:04:41.500" 2.3915762901306152 0.35717031359672546 281.5
"2100-01-01 00:04:42.000" 2.381779909133911 0.3451843857765198 282.0
"2100-01-01 00:04:42.500" 2.371981382369995 0.33338111639022827 282.5
"2100-01-01 00:04:43.000" 2.3622069358825684 0.32172441482543945 283.0
"2100-01-01 00:04:43.500" 2.3524703979492188 0.3101584315299988 283.5
"2100-01-01 00:04:44.000" 2.3427724838256836 0.2986486554145813 284.0
"2100-01-01 00:04:44.500" 2.3331198692321777 0.28724437952041626 284.5
"2100-01-01 00:04:45.000" 2.3235230445861816 0.27593672275543213 285.0
"2100-01-01 00:04:45.500" 2.314025402069092 0.26471057534217834 285.5
"2100-01-01 00:04:46.000" 2.304647207260132 0.2535219192504883 286.0
"2100-01-01 00:04:46.500" 2.29536771774292 0.24232889711856842 286.5
"2100-01-01 00:04:47.000" 2.286194324493408 0.23109140992164612 287.0
"2100-01-01 00:04:47.500" 2.2771084308624268 0.2198159247636795 287.5
"2100-01-01 00:04:48.000" 2.2680764198303223 0.20855170488357544 288.0
"2100-01-01 00:04:48.500" 2.259039878845215 0.1974056512117386 288.5
"2100-01-01 00:04:49.000" 2.2499659061431885 0.18645510077476501 289.0
"2100-01-01 00:04:49.500" 2.240898370742798 0.17575106024742126 289.5
"2100-01-01 00:04:50.000" 2.2318687438964844 0.16532887518405914 290.0
"2100-01-01 00:04:50.500" 2.2228996753692627 0.15519340336322784 290.5
"2100-01-01 00:04:51.000" 2.214014768600464 0.14533370733261108 291.0
"2100-01-01 00:04:51.500" 2.2052371501922607 0.13574209809303284 291.5
"2100-01-01 00:04:52.000" 2.196580410003662 0.12642347812652588 292.0
"2100-01-01 00:04:52.500" 2.188067674636841 0.11739014834165573 292.5
"2100-01-01 00:04:53.000" 2.1797142028808594 0.1086440458893776 293.0
"2100-01-01 00:04:53.500" 2.17152738571167 0.10017657279968262 293.5
"2100-01-01 00:04:54.000" 2.163515567779541 0.09196031838655472 294.0
"2100-01-01 00:04:54.500" 2.155665397644043 0.0839240625500679 294.5
"2100-01-01 00:04:55.000" 2.1479578018188477 0.07600292563438416 295.0
"2100-01-01 00:04:55.500" 2.1403777599334717 0.0681569054722786 295.5
"2100-01-01 00:04:56.000" 2.1329152584075928 0.06037168577313423 296.0
"2100-01-01 00:04:56.500" 2.1255667209625244 0.052643414586782455 296.5
"2100-01-01 00:04:57.000" 2.118318796157837 0.04495866969227791 297.0
"2100-01-01 00:04:57.500" 2.111154317855835 0.03729094937443733 297.5
"2100-01-01 00:04:58.000" 2.1040587425231934 0.029632197692990303 298.0
"2100-01-01 00:04:58.500" 2.0970206260681152 0.022001802921295166 298.5
"2100-01-01 00:04:59.000" 2.09004282951355 0.014476059004664421 299.0
"2100-01-01 00:04:59.500" 2.0831379890441895 0.007361405063420534 299.5
"2100-01-01 00:05:00.000" 2.0763182640075684 0.003969090990722179 300.0
"2100-01-01 00:05:00.500" 2.0695834159851074 0.00952263455837965 300.5
"2100-01-01 00:05:01.000" 2.062957763671875 0.016591733321547508 301.0
"2100-01-01 00:05:01.500" 2.056471109390259 0.02381906844675541 301.5
"2100-01-01 00:05:02.000" 2.0501465797424316 0.031098734587430954 302.0
"2100-01-01 00:05:02.500" 2.043980121612549 0.03843254968523979 302.5
"2100-01-01 00:05:03.000" 2.037928581237793 0.04582825303077698 303.0
"2100-01-01 00:05:03.500" 2.0319743156433105 0.053276143968105316 303.5
"2100-01-01 00:05:04.000" 2.0261142253875732 0.060747288167476654 304.0
"2100-01-01 00:05:04.500" 2.0203499794006348 0.06823598593473434 304.5
"2100-01-01 00:05:05.000" 2.0147218704223633 0.07574468106031418 305.0
"2100-01-01 00:05:05.500" 2.009216547012329 0.08329127728939056 305.5
"2100-01-01 00:05:06.000" 2.003819227218628 0.09093128889799118 306.0
"2100-01-01 00:05:06.500" 1.998516321182251 0.09871872514486313 306.5
"2100-01-01 00:05:07.000" 1.9932589530944824 0.10669320076704025 307.0
"2100-01-01 00:05:07.500" 1.987988829612732 0.11487570405006409 307.5
"2100-01-01 00:05:08.000" 1.982673168182373 0.12323898077011108 308.0
"2100-01-01 00:05:08.500" 1.9773248434066772 0.131731778383255 308.5
"2100-01-01 00:05:09.000" 1.9719719886779785 0.14031367003917694 309.0
"2100-01-01 00:05:09.500" 1.966652512550354 0.14895722270011902 309.5
"2100-01-01 00:05:10.000" 1.961408257484436 0.15764424204826355 310.0
"2100-01-01 00:05:10.500" 1.95623779296875 0.16636870801448822 310.5
"2100-01-01 00:05:11.000" 1.9511559009552002 0.17511436343193054 311.0
"2100-01-01 00:05:11.500" 1.9461930990219116 0.183862566947937 311.5
"2100-01-01 00:05:12.000" 1.9413644075393677 0.1925867646932602 312.0
"2100-01-01 00:05:12.500" 1.9366728067398071 0.20125563442707062 312.5
"2100-01-01 00:05:13.000" 1.9321092367172241 0.20984211564064026 313.0
"2100-01-01 00:05:13.500" 1.9276522397994995 0.21832887828350067 313.5
"2100-01-01 00:05:14.000" 1.9232699871063232 0.22671473026275635 314.0
"2100-01-01 00:05:14.500" 1.9189224243164062 0.23501242697238922 314.5
"2100-01-01 00:05:15.000" 1.9145702123641968 0.24323248863220215 315.0
"2100-01-01 00:05:15.500" 1.910184621810913 0.25137215852737427 315.5
"2100-01-01 00:05:16.000" 1.9057493209838867 0.25941863656044006 316.0
"2100-01-01 00:05:16.500" 1.9012573957443237 0.2673623859882355 316.5
"2100-01-01 00:05:17.000" 1.8967112302780151 0.27520430088043213 317.0
"2100-01-01 00:05:17.500" 1.8921211957931519 0.2829563021659851 317.5
"2100-01-01 00:05:18.000" 1.8875045776367188 0.2906399667263031 318.0
"2100-01-01 00:05:18.500" 1.8828792572021484 0.2982788681983948 318.5
"2100-01-01 00:05:19.000" 1.878257155418396 0.30586645007133484 319.0
"2100-01-01 00:05:19.500" 1.8736412525177002 0.3133811950683594 319.5
"2100-01-01 00:05:20.000" 1.869010090827942 0.3208571970462799 320.0
"2100-01-01 00:05:20.500" 1.864317774772644 0.3283248543739319 320.5
"2100-01-01 00:05:21.000" 1.8594605922698975 0.33576899766921997 321.0
"2100-01-01 00:05:21.500" 1.85438871383667 0.3431102931499481 321.5
"2100-01-01 00:05:22.000" 1.849098801612854 0.35027071833610535 322.0
"2100-01-01 00:05:22.500" 1.8436219692230225 0.35717061161994934 322.5
"2100-01-01 00:05:23.000" 1.838017225265503 0.3637031614780426 323.0
"2100-01-01 00:05:23.500" 1.8323595523834229 0.36996567249298096 323.5
"2100-01-01 00:05:24.000" 1.8267145156860352 0.3760990798473358 324.0
"2100-01-01 00:05:24.500" 1.8211475610733032 0.3822260797023773 324.5
"2100-01-01 00:05:25.000" 1.8157060146331787 0.38843169808387756 325.0
"2100-01-01 00:05:25.500" 1.8104223012924194 0.3947669267654419 325.5
"2100-01-01 00:05:26.000" 1.8053117990493774 0.40121179819107056 326.0
"2100-01-01 00:05:26.500" 1.8003889322280884 0.407666951417923 326.5
"2100-01-01 00:05:27.000" 1.7955811023712158 0.4140174984931946 327.0
"2100-01-01 00:05:27.500" 1.790778636932373 0.42016252875328064 327.5
"2100-01-01 00:05:28.000" 1.785882830619812 0.4260168969631195 328.0
"2100-01-01 00:05:28.500" 1.7807425260543823 0.43155089020729065 328.5
"2100-01-01 00:05:29.000" 1.775350570678711 0.4367530047893524 329.0
"2100-01-01 00:05:29.500" 1.7697277069091797 0.4415660798549652 329.5
"2100-01-01 00:05:30.000" 1.763911247253418 0.4460027813911438 330.0
"2100-01-01 00:05:30.500" 1.7578003406524658 0.44980815052986145 330.5
"2100-01-01 00:05:31.000" 1.7513586282730103 0.4529303312301636 331.0
"2100-01-01 00:05:31.500" 1.7445826530456543 0.45542317628860474 331.5
"2100-01-01 00:05:32.000" 1.7375537157058716 0.4573671519756317 332.0
"2100-01-01 00:05:32.500" 1.730405330657959 0.4588330388069153 332.5
"2100-01-01 00:05:33.000" 1.7232258319854736 0.4598594009876251 333.0
"2100-01-01 00:05:33.500" 1.716046929359436 0.4604816436767578 333.5
"2100-01-01 00:05:34.000" 1.708918809890747 0.4606646001338959 334.0
"2100-01-01 00:05:34.500" 1.7018535137176514 0.4605391323566437 334.5
"2100-01-01 00:05:35.000" 1.694821834564209 0.4602283835411072 335.0
"2100-01-01 00:05:35.500" 1.6878083944320679 0.45971089601516724 335.5
"2100-01-01 00:05:36.000" 1.6807833909988403 0.4588679373264313 336.0
"2100-01-01 00:05:36.500" 1.6736537218093872 0.45764657855033875 336.5
"2100-01-01 00:05:37.000" 1.666312336921692 0.4558487832546234 337.0
"2100-01-01 00:05:37.500" 1.658730387687683 0.4534398019313812 337.5
"2100-01-01 00:05:38.000" 1.6508092880249023 0.4503231942653656 338.0
"2100-01-01 00:05:38.500" 1.6424980163574219 0.44643154740333557 338.5
"2100-01-01 00:05:39.000" 1.6338136196136475 0.4417906403541565 339.0
"2100-01-01 00:05:39.500" 1.624794840812683 0.4365040957927704 339.5
"2100-01-01 00:05:40.000" 1.6154910326004028 0.43069055676460266 340.0
"2100-01-01 00:05:40.500" 1.6059428453445435 0.42442649602890015 340.5
"2100-01-01 00:05:41.000" 1.5961830615997314 0.4177294075489044 341.0
"2100-01-01 00:05:41.500" 1.5862419605255127 0.4105634093284607 341.5
"2100-01-01 00:05:42.000" 1.5761501789093018 0.40286925435066223 342.0
"2100-01-01 00:05:42.500" 1.5659430027008057 0.3945957124233246 342.5
"2100-01-01 00:05:43.000" 1.5556641817092896 0.38571929931640625 343.0
"2100-01-01 00:05:43.500" 1.5453476905822754 0.3762696385383606 343.5
"2100-01-01 00:05:44.000" 1.5350332260131836 0.3663442134857178 344.0
"2100-01-01 00:05:44.500" 1.5248535871505737 0.35603538155555725 344.5
"2100-01-01 00:05:45.000" 1.5148839950561523 0.3454565107822418 345.0
"2100-01-01 00:05:45.500" 1.505164384841919 0.33476728200912476 345.5
"2100-01-01 00:05:46.000" 1.495733618736267 0.3241530656814575 346.0
"2100-01-01 00:05:46.500" 1.4866386651992798 0.3137897253036499 346.5
"2100-01-01 00:05:47.000" 1.4779114723205566 0.30383482575416565 347.0
"2100-01-01 00:05:47.500" 1.4695411920547485 0.2943841218948364 347.5
"2100-01-01 00:05:48.000" 1.4615092277526855 0.28547874093055725 348.0
"2100-01-01 00:05:48.500" 1.4537467956542969 0.27713432908058167 348.5
"2100-01-01 00:05:49.000" 1.446222186088562 0.2693350613117218 349.0
"2100-01-01 00:05:49.500" 1.4389249086380005 0.26203691959381104 349.5
"2100-01-01 00:05:50.000" 1.4318506717681885 0.25517094135284424 350.0
"2100-01-01 00:05:50.500" 1.4249732494354248 0.24862806499004364 350.5
"2100-01-01 00:05:51.000" 1.4182515144348145 0.24234478175640106 351.0
"2100-01-01 00:05:51.500" 1.4117251634597778 0.2363477647304535 351.5
"2100-01-01 00:05:52.000" 1.4053668975830078 0.23064841330051422 352.0
"2100-01-01 00:05:52.500" 1.3991597890853882 0.22525833547115326 352.5
"2100-01-01 00:05:53.000" 1.393157720565796 0.22034689784049988 353.0
"2100-01-01 00:05:53.500" 1.3873465061187744 0.2159496545791626 353.5
"2100-01-01 00:05:54.000" 1.3816859722137451 0.21200865507125854 354.0
"2100-01-01 00:05:54.500" 1.3761311769485474 0.2084512561559677 354.5
"2100-01-01 00:05:55.000" 1.3706806898117065 0.20522640645503998 355.0
"2100-01-01 00:05:55.500" 1.3653316497802734 0.20228056609630585 355.5
"2100-01-01 00:05:56.000" 1.3600950241088867 0.1995665729045868 356.0
"2100-01-01 00:05:56.500" 1.354965090751648 0.19706273078918457 356.5
"2100-01-01 00:05:57.000" 1.3499417304992676 0.19477887451648712 357.0
"2100-01-01 00:05:57.500" 1.3450185060501099 0.19271178543567657 357.5
"2100-01-01 00:05:58.000" 1.340192198753357 0.19089004397392273 358.0
"2100-01-01 00:05:58.500" 1.3354779481887817 0.18931883573532104 358.5
"2100-01-01 00:05:59.000" 1.3308507204055786 0.18801017105579376 359.0
"2100-01-01 00:05:59.500" 1.326287031173706 0.18696051836013794 359.5
"2100-01-01 00:06:00.000" 1.3217917680740356 0.18613862991333008 360.0
"2100-01-01 00:06:00.500" 1.3173671960830688 0.18548274040222168 360.5
"2100-01-01 00:06:01.000" 1.3130056858062744 0.18487957119941711 361.0
"2100-01-01 00:06:01.500" 1.308725118637085 0.18425671756267548 361.5
"2100-01-01 00:06:02.000" 1.3045471906661987 0.18353456258773804 362.0
"2100-01-01 00:06:02.500" 1.300490379333496 0.18263882398605347 362.5
"2100-01-01 00:06:03.000" 1.2965322732925415 0.18148967623710632 363.0
"2100-01-01 00:06:03.500" 1.2927368879318237 0.18014943599700928 363.5
"2100-01-01 00:06:04.000" 1.2890030145645142 0.17819535732269287 364.0
"2100-01-01 00:06:04.500" 1.28524649143219 0.17534387111663818 364.5
"2100-01-01 00:06:05.000" 1.2815279960632324 0.17159496247768402 365.0
"2100-01-01 00:06:05.500" 1.2779386043548584 0.16697090864181519 365.5
"2100-01-01 00:06:06.000" 1.27470064163208 0.1613798290491104 366.0
"2100-01-01 00:06:06.500" 1.2717915773391724 0.1547173261642456 366.5
"2100-01-01 00:06:07.000" 1.269182801246643 0.14707082509994507 367.0
"2100-01-01 00:06:07.500" 1.2669461965560913 0.13846082985401154 367.5
"2100-01-01 00:06:08.000" 1.2651036977767944 0.12902504205703735 368.0
"2100-01-01 00:06:08.500" 1.263763427734375 0.11856910586357117 368.5
"2100-01-01 00:06:09.000" 1.2631134986877441 0.10685810446739197 369.0
"2100-01-01 00:06:09.500" 1.2634841203689575 0.09378206729888916 369.5
"2100-01-01 00:06:10.000" 1.2648017406463623 0.07930372655391693 370.0
"2100-01-01 00:06:10.500" 1.266939640045166 0.06349413096904755 370.5
"2100-01-01 00:06:11.000" 1.2698768377304077 0.04671696946024895 371.0
"2100-01-01 00:06:11.500" 1.2733186483383179 0.029451174661517143 371.5
"2100-01-01 00:06:12.000" 1.2769800424575806 0.01273409929126501 372.0
"2100-01-01 00:06:12.500" 1.2806613445281982 0.011746693402528763 372.5
"2100-01-01 00:06:13.000" 1.2842111587524414 0.029109865427017212 373.0
"2100-01-01 00:06:13.500" 1.2876356840133667 0.04727921634912491 373.5
"2100-01-01 00:06:14.000" 1.2908604145050049 0.06459782272577286 374.0
"2100-01-01 00:06:14.500" 1.2938778400421143 0.08075179159641266 374.5
"2100-01-01 00:06:15.000" 1.2967077493667603 0.09548770636320114 375.0
"2100-01-01 00:06:15.500" 1.2993098497390747 0.10849069058895111 375.5
"2100-01-01 00:06:16.000" 1.3016576766967773 0.11964934319257736 376.0
"2100-01-01 00:06:16.500" 1.3037399053573608 0.1290716528892517 376.5
"2100-01-01 00:06:17.000" 1.3055803775787354 0.13705813884735107 377.0
"2100-01-01 00:06:17.500" 1.307220458984375 0.143920436501503 377.5
"2100-01-01 00:06:18.000" 1.3086838722229004 0.1499900221824646 378.0
"2100-01-01 00:06:18.500" 1.3100298643112183 0.1554414927959442 378.5
"2100-01-01 00:06:19.000" 1.3113473653793335 0.16029879450798035 379.0
"2100-01-01 00:06:19.500" 1.3126516342163086 0.1645383983850479 379.5
"2100-01-01 00:06:20.000" 1.3139315843582153 0.16826815903186798 380.0
"2100-01-01 00:06:20.500" 1.3152282238006592 0.1715662032365799 380.5
"2100-01-01 00:06:21.000" 1.3164716958999634 0.17435811460018158 381.0
"2100-01-01 00:06:21.500" 1.317618489265442 0.1762428879737854 381.5
"2100-01-01 00:06:22.000" 1.3188750743865967 0.1769116371870041 382.0
"2100-01-01 00:06:22.500" 1.320387840270996 0.17633944749832153 382.5
"2100-01-01 00:06:23.000" 1.3221434354782104 0.17388850450515747 383.0
"2100-01-01 00:06:23.500" 1.3240611553192139 0.16962546110153198 383.5
"2100-01-01 00:06:24.000" 1.3260893821716309 0.16365371644496918 384.0
"2100-01-01 00:06:24.500" 1.3281654119491577 0.15623822808265686 384.5
"2100-01-01 00:06:25.000" 1.3301280736923218 0.14785335958003998 385.0
"2100-01-01 00:06:25.500" 1.3318027257919312 0.13888384401798248 385.5
"2100-01-01 00:06:26.000" 1.3332278728485107 0.1292605847120285 386.0
"2100-01-01 00:06:26.500" 1.3343898057937622 0.11909169703722 386.5
"2100-01-01 00:06:27.000" 1.3351807594299316 0.1084894984960556 387.0
"2100-01-01 00:06:27.500" 1.3357089757919312 0.0976647138595581 387.5
"2100-01-01 00:06:28.000" 1.335999846458435 0.08673818409442902 388.0
"2100-01-01 00:06:28.500" 1.3360674381256104 0.07578543573617935 388.5
"2100-01-01 00:06:29.000" 1.3358927965164185 0.06497327238321304 389.0
"2100-01-01 00:06:29.500" 1.335555911064148 0.05441853776574135 389.5
"2100-01-01 00:06:30.000" 1.3349796533584595 0.045014675706624985 390.0
"2100-01-01 00:06:30.500" 1.3340119123458862 0.038304366171360016 390.5
"2100-01-01 00:06:31.000" 1.332513451576233 0.03625864535570145 391.0
"2100-01-01 00:06:31.500" 1.3304146528244019 0.03925108164548874 391.5
"2100-01-01 00:06:32.000" 1.3279104232788086 0.04581449553370476 392.0
"2100-01-01 00:06:32.500" 1.3252652883529663 0.054071299731731415 392.5
"2100-01-01 00:06:33.000" 1.3225133419036865 0.06281185150146484 393.0
"2100-01-01 00:06:33.500" 1.3196439743041992 0.07156985253095627 393.5
"2100-01-01 00:06:34.000" 1.3166548013687134 0.08019135892391205 394.0
"2100-01-01 00:06:34.500" 1.31356680393219 0.08869819343090057 394.5
"2100-01-01 00:06:35.000" 1.310397744178772 0.09713359922170639 395.0
"2100-01-01 00:06:35.500" 1.3071650266647339 0.10550320893526077 395.5
"2100-01-01 00:06:36.000" 1.3039021492004395 0.11376909166574478 396.0
"2100-01-01 00:06:36.500" 1.3006547689437866 0.1219475120306015 396.5
"2100-01-01 00:06:37.000" 1.297418236732483 0.13005121052265167 397.0
"2100-01-01 00:06:37.500" 1.2941924333572388 0.13807335495948792 397.5
"2100-01-01 00:06:38.000" 1.2910077571868896 0.14599885046482086 398.0
"2100-01-01 00:06:38.500" 1.287824034690857 0.15380389988422394 398.5
"2100-01-01 00:06:39.000" 1.2845841646194458 0.16142362356185913 399.0
"2100-01-01 00:06:39.500" 1.2812347412109375 0.16879840195178986 399.5
"2100-01-01 00:06:40.000" 1.2777369022369385 0.17586477100849152 400.0
"2100-01-01 00:06:40.500" 1.274080753326416 0.1825573593378067 400.5
"2100-01-01 00:06:41.000" 1.270297646522522 0.188812717795372 401.0
